Ride_ID,Trip_Distance_km,Est_Duration_min,Time_of_Day,Traffic_Level,Weather_Condition,Demand_Level,Vehicle_Type,Pickup_Location_Type,Dropoff_Location_Type,Is_Holiday,Passenger_Count,Booking_Lead_Time_min,Route_Complexity_Score,Nearby_Major_Event,Toll_Fees,Surge_Multiplier,Fuel_Price_Index,Final_Ride_Price
RIDE_000481,2.9,10.5,12:01,Medium,Clear,High,Economy,Suburb,City_Center,True,1,15,7,False,0.0,2.05,0.864,23.2
RIDE_000482,6.94,36.8,09:18,High,Rain,Normal,Economy,Airport,Airport,False,3,7,2,False,3.89,1.26,1.021,53.0
RIDE_000483,3.21,19.1,09:21,High,Clear,High,Premium,City_Center,Suburb,False,1,14,6,False,0.0,2.0,0.877,37.47
RIDE_000484,9.56,38.1,01:43,Medium,Clear,High,SUV,Suburb,Airport,True,1,34,4,False,0.0,2.44,1.183,116.59
RIDE_000485,12.93,52.5,10:12,Medium,Clear,Normal,Accessible,City_Center,City_Center,False,1,1,10,False,2.96,1.12,1.144,67.4
RIDE_000486,10.91,51.1,19:35,High,Clear,High,Economy,Suburb,Airport,False,3,26,6,False,3.38,1.71,1.047,87.36
RIDE_000487,10.06,39.8,21:20,Medium,Rain,Normal,Economy,City_Center,Suburb,False,1,11,10,False,2.67,1.62,1.175,78.35
RIDE_000488,6.51,17.7,20:44,Low,Clear,Low,Economy,City_Center,Suburb,False,3,0,7,False,2.31,1.0,1.05,25.65
RIDE_000489,3.24,10.4,11:39,Low,Clear,Normal,Premium,City_Center,City_Center,False,1,1,10,False,0.0,1.33,1.134,25.73
RIDE_000490,6.14,17.0,03:06,Low,Clear,Low,Accessible,Airport,Transport_Hub,False,1,8,5,False,7.05,1.0,0.875,29.54
RIDE_000491,8.83,44.4,12:52,High,Rain,Low,Economy,Suburb,Airport,False,1,19,3,False,3.98,1.28,1.038,57.03
RIDE_000492,10.91,51.1,08:23,High,Clear,Normal,Economy,Airport,Transport_Hub,False,2,4,2,False,5.69,1.35,1.017,77.03
RIDE_000493,15.5,54.6,02:12,Low,Clear,Normal,Premium,City_Center,Suburb,False,1,3,6,False,7.63,1.27,0.992,82.12
RIDE_000494,9.63,27.6,05:43,Low,Clear,High,Economy,City_Center,Transport_Hub,False,1,2,6,True,0.0,2.75,1.162,101.44
RIDE_000495,8.51,50.9,07:11,High,Clear,High,Premium,Suburb,City_Center,False,1,26,6,False,0.0,1.61,1.195,86.99
RIDE_000496,12.44,51.4,15:56,Medium,Clear,Normal,Economy,Airport,Transport_Hub,False,1,19,6,False,5.66,1.04,1.207,73.46
RIDE_000497,2.67,15.5,02:45,High,Snow,High,Premium,Transport_Hub,Transport_Hub,False,1,7,7,True,0.0,2.34,0.986,43.27
RIDE_000498,3.83,17.1,14:30,Medium,Clear,Low,Premium,Suburb,Airport,False,2,1,1,False,0.0,1.0,1.022,21.76
RIDE_000499,2.19,9.2,06:07,Medium,Clear,Normal,Premium,Suburb,Transport_Hub,False,2,27,2,False,0.0,1.17,1.041,18.13
RIDE_000500,8.59,31.8,11:52,Medium,Clear,Low,SUV,Transport_Hub,Suburb,False,2,28,6,False,1.9,1.0,0.897,33.8
RIDE_000501,16.14,87.1,13:26,High,Rain,High,Economy,Suburb,Suburb,False,2,5,2,False,5.05,2.1,0.867,138.94
RIDE_000502,4.77,26.6,21:18,High,Rain,Normal,Economy,Suburb,Airport,False,5,2,5,False,1.77,1.5,1.023,39.48
RIDE_000503,4.41,22.2,07:54,High,Clear,Normal,SUV,Suburb,City_Center,False,4,28,9,False,0.0,1.25,0.862,26.63
RIDE_000504,5.31,28.0,01:16,High,Rain,Normal,Economy,Suburb,Transport_Hub,False,1,40,5,False,0.0,1.52,1.1,42.58
RIDE_000505,7.55,25.2,23:59,Low,Clear,Low,Economy,Suburb,Transport_Hub,False,3,10,2,False,0.0,1.0,0.925,25.37
RIDE_000506,7.77,40.7,23:16,High,Rain,Normal,Economy,Suburb,Transport_Hub,False,2,5,6,False,0.0,1.72,1.113,67.97
RIDE_000507,5.61,31.2,09:47,High,Clear,High,Accessible,City_Center,Airport,False,2,4,9,False,0.0,1.86,1.226,63.88
RIDE_000508,9.68,46.0,09:04,High,Clear,High,Premium,City_Center,City_Center,False,1,11,6,False,2.9,1.67,0.9,71.27
RIDE_000509,6.88,38.9,04:33,High,Snow,Low,Economy,Transport_Hub,Airport,False,2,6,5,False,0.0,1.25,1.099,45.7
RIDE_000510,8.8,39.7,04:25,High,Clear,Normal,Economy,City_Center,Airport,False,2,18,8,False,0.0,1.45,0.856,45.37
RIDE_000511,9.04,32.0,06:35,Low,Clear,Normal,Economy,City_Center,City_Center,False,1,4,7,False,0.0,1.3,0.977,41.99
RIDE_000512,14.76,78.2,05:39,High,Rain,Low,Economy,City_Center,Transport_Hub,False,4,7,9,False,2.72,1.25,0.939,79.18
RIDE_000513,7.66,32.4,20:43,Medium,Clear,Normal,Premium,City_Center,City_Center,False,1,4,6,False,0.0,1.15,1.158,46.2
RIDE_000514,3.6,20.4,19:37,High,Clear,High,Economy,City_Center,Suburb,False,1,2,6,True,0.0,2.3,1.121,49.25
RIDE_000515,4.19,16.1,23:40,Medium,Fog,Normal,Accessible,Suburb,Transport_Hub,False,2,1,2,False,2.93,1.2,0.939,23.96
RIDE_000516,9.07,38.1,13:17,Medium,Clear,Low,Premium,Airport,Suburb,False,1,4,7,False,4.04,1.0,0.922,44.9
RIDE_000517,6.21,20.8,06:42,Low,Clear,High,Premium,Transport_Hub,Transport_Hub,True,3,6,3,False,0.0,2.12,1.021,57.83
RIDE_000518,13.39,52.3,16:15,Medium,Rain,High,SUV,Suburb,Transport_Hub,False,2,2,5,False,5.8,2.16,1.12,142.82
RIDE_000519,11.32,44.1,15:42,Medium,Clear,Normal,Economy,City_Center,Suburb,False,3,3,9,False,5.08,1.09,1.144,59.37
RIDE_000520,6.82,24.9,06:18,Medium,Clear,High,Economy,Suburb,City_Center,False,3,13,7,True,3.62,2.88,1.219,104.62
RIDE_000521,9.38,47.0,06:07,High,Rain,Normal,Economy,Suburb,Suburb,False,2,7,1,False,2.62,1.25,0.968,52.86
RIDE_000522,12.86,49.0,16:30,Medium,Clear,Normal,Economy,City_Center,City_Center,True,2,0,6,True,4.81,1.66,1.061,91.76
RIDE_000523,9.43,46.5,16:12,High,Snow,Normal,SUV,City_Center,City_Center,False,4,6,6,False,0.0,1.53,0.909,61.74
RIDE_000524,6.44,28.8,05:33,Medium,Rain,Low,Economy,Suburb,Transport_Hub,False,1,5,4,False,1.85,1.27,0.953,35.6
RIDE_000525,10.07,52.1,17:41,High,Rain,High,Economy,City_Center,Airport,False,4,35,10,False,3.9,1.84,0.976,87.2
RIDE_000526,5.4,16.4,04:15,Low,Clear,Normal,Premium,Suburb,Transport_Hub,False,3,34,7,True,1.01,1.6,0.867,33.72
RIDE_000527,3.57,12.7,04:48,Low,Clear,High,Economy,City_Center,City_Center,False,5,11,7,True,2.76,2.49,1.129,50.5
RIDE_000528,4.86,19.8,10:19,Medium,Clear,Low,Economy,City_Center,Transport_Hub,False,3,5,7,False,3.67,1.0,0.993,24.19
RIDE_000529,5.0,20.7,00:50,Medium,Clear,High,Economy,Airport,Transport_Hub,False,1,9,2,True,4.36,2.83,0.889,77.26
RIDE_000530,4.69,25.6,17:49,High,Clear,High,SUV,Airport,City_Center,False,3,32,9,True,6.14,2.45,1.098,102.16
RIDE_000531,6.3,28.9,17:00,High,Clear,High,Economy,City_Center,City_Center,False,1,4,8,False,0.0,1.51,0.911,37.69
RIDE_000532,10.27,35.0,23:26,Low,Clear,Low,Economy,Airport,Transport_Hub,False,2,2,6,False,4.06,1.0,1.009,45.87
RIDE_000533,11.24,63.0,18:51,High,Clear,High,Premium,City_Center,Transport_Hub,False,5,28,10,False,7.63,1.69,1.027,109.33
RIDE_000534,8.82,44.1,15:56,High,Rain,Normal,Premium,Suburb,Suburb,False,4,27,2,True,0.0,2.48,1.171,122.78
RIDE_000535,4.63,14.2,01:43,Low,Clear,Low,SUV,Transport_Hub,Airport,False,1,2,6,False,3.1,1.0,1.228,29.65
RIDE_000536,8.39,29.2,02:01,Low,Clear,Normal,Economy,Suburb,Airport,False,1,3,4,False,0.0,1.19,0.914,33.37
RIDE_000537,12.53,45.4,06:19,Medium,Clear,High,Economy,Suburb,Airport,False,2,7,7,False,7.01,1.94,1.007,101.6
RIDE_000538,2.31,7.8,20:25,Low,Clear,High,Economy,Suburb,Airport,False,2,16,3,False,0.0,2.37,1.05,27.04
RIDE_000539,5.21,27.3,07:57,High,Clear,Normal,Economy,City_Center,Transport_Hub,False,3,2,7,False,0.0,1.17,1.072,31.31
RIDE_000540,4.93,17.0,15:59,Low,Clear,Low,Economy,Suburb,Suburb,False,2,0,7,False,0.0,1.0,1.191,23.1
RIDE_000541,3.43,12.1,21:13,Low,Clear,Low,Economy,Airport,Suburb,False,2,63,3,False,7.95,1.0,1.08,29.86
RIDE_000542,9.79,57.0,22:08,High,Fog,Normal,Economy,Suburb,City_Center,False,1,9,6,False,0.0,1.27,1.056,62.61
RIDE_000543,3.89,17.8,08:57,High,Clear,Normal,Economy,Suburb,Airport,False,2,0,1,False,2.75,1.26,1.079,28.53
RIDE_000544,5.69,27.3,04:34,High,Snow,Normal,Economy,Suburb,Transport_Hub,False,1,4,5,False,2.6,1.13,0.967,30.91
RIDE_000545,7.47,31.9,03:41,Medium,Clear,Low,Premium,City_Center,Suburb,False,3,12,6,False,2.98,1.0,1.138,42.26
RIDE_000546,8.0,27.3,21:52,Low,Clear,High,Economy,Airport,Transport_Hub,False,6,5,5,False,6.74,1.58,1.099,71.0
RIDE_000547,6.54,34.2,13:46,High,Snow,Normal,Economy,City_Center,Airport,False,2,40,9,False,0.0,1.41,0.92,39.45
RIDE_000548,9.92,47.8,17:56,High,Clear,High,Premium,Airport,Airport,False,3,19,6,False,5.39,2.44,0.872,119.51
RIDE_000549,9.05,32.5,15:22,Low,Clear,Normal,SUV,Suburb,Transport_Hub,False,2,17,4,False,0.0,1.07,1.073,42.28
RIDE_000550,7.45,27.9,05:02,Medium,Rain,Low,Economy,City_Center,Airport,False,3,9,7,False,0.0,1.28,0.972,35.61
RIDE_000551,5.17,29.7,02:15,High,Clear,Normal,SUV,Suburb,Airport,False,3,45,7,True,0.0,1.98,0.93,54.51
RIDE_000552,6.45,19.9,23:51,Low,Clear,Low,Economy,Transport_Hub,City_Center,False,2,16,7,False,1.5,1.0,1.139,28.05
RIDE_000553,8.47,49.0,17:48,High,Rain,High,Economy,City_Center,Airport,False,1,20,10,False,0.0,1.85,0.924,69.58
RIDE_000554,8.55,33.5,20:21,Medium,Fog,High,Premium,City_Center,Suburb,False,2,3,6,False,0.0,1.62,1.193,70.69
RIDE_000555,3.04,12.2,03:49,Medium,Clear,Low,SUV,Airport,Airport,False,1,21,6,False,7.57,1.0,1.051,31.77
RIDE_000556,4.9,14.4,21:55,Low,Clear,Normal,Economy,Airport,Transport_Hub,False,1,0,1,False,5.48,1.14,1.052,34.22
RIDE_000557,6.56,37.1,18:42,High,Clear,Normal,SUV,City_Center,Airport,False,1,12,8,False,0.0,1.32,1.207,56.38
RIDE_000558,7.31,38.5,18:04,High,Clear,Normal,Economy,City_Center,City_Center,False,2,5,6,False,0.0,1.07,1.112,40.12
RIDE_000559,10.9,59.4,14:54,High,Snow,Normal,Economy,Transport_Hub,Suburb,False,2,12,7,False,5.53,1.59,0.863,75.58
RIDE_000560,9.42,35.8,13:16,Medium,Clear,Low,Economy,City_Center,Transport_Hub,False,5,50,7,False,1.91,1.0,1.239,46.39
RIDE_000561,6.96,22.0,21:19,Low,Clear,High,Economy,City_Center,Airport,False,1,0,6,True,0.0,3.0,0.854,63.9
RIDE_000562,6.48,22.5,15:38,Low,Clear,Low,Economy,Suburb,Transport_Hub,False,2,75,1,False,1.37,1.0,0.898,23.2
RIDE_000563,9.7,49.0,12:53,High,Snow,Low,Economy,Suburb,City_Center,False,3,7,7,False,2.43,1.26,1.017,57.64
RIDE_000564,15.43,82.2,15:34,High,Snow,Normal,Premium,City_Center,Transport_Hub,False,1,16,6,False,7.24,1.16,1.04,94.68
RIDE_000565,10.71,33.2,06:57,Low,Clear,High,Economy,City_Center,Airport,False,2,10,8,True,2.08,2.04,1.058,82.54
RIDE_000566,5.63,31.6,19:47,High,Clear,Normal,Accessible,Suburb,Suburb,False,2,2,4,False,2.28,1.39,0.917,38.91
RIDE_000567,6.6,29.1,05:46,Medium,Clear,Normal,Premium,Suburb,Airport,False,2,5,2,False,0.0,1.32,1.039,43.13
RIDE_000568,5.45,27.6,17:44,High,Clear,Normal,Economy,Suburb,Suburb,False,3,13,3,False,0.0,1.27,0.936,30.28
RIDE_000569,2.12,9.9,08:19,High,Rain,High,SUV,Transport_Hub,Airport,False,1,7,4,False,0.0,2.65,1.123,45.03
RIDE_000570,5.51,25.1,00:44,High,Snow,Low,Economy,City_Center,City_Center,False,3,14,8,False,0.0,1.22,0.869,25.78
RIDE_000571,11.66,54.4,14:54,High,Snow,Normal,Economy,City_Center,Suburb,False,2,0,8,False,6.06,1.9,0.994,102.46
RIDE_000572,7.9,37.1,06:14,High,Snow,High,Accessible,City_Center,City_Center,True,1,0,10,False,0.0,1.99,1.226,83.93
RIDE_000573,13.26,64.7,00:22,High,Clear,Normal,Economy,Suburb,Transport_Hub,False,1,3,7,False,3.74,1.18,0.983,68.99
RIDE_000574,2.01,11.4,11:46,High,Snow,Low,Economy,City_Center,City_Center,False,1,18,6,False,0.0,1.2,1.063,15.58
RIDE_000575,4.49,20.9,02:04,High,Rain,High,Premium,Suburb,Transport_Hub,True,3,7,6,False,0.0,2.6,1.238,77.85
RIDE_000576,3.91,14.7,14:43,Medium,Fog,High,Economy,Suburb,Transport_Hub,True,3,16,6,False,0.0,1.64,0.974,26.7
RIDE_000577,2.71,15.6,20:17,High,Clear,High,Economy,City_Center,Transport_Hub,False,2,2,9,False,0.0,1.65,0.958,24.29
RIDE_000578,7.83,44.6,17:39,High,Clear,High,Premium,City_Center,Transport_Hub,False,1,12,9,True,0.0,2.39,1.148,112.62
RIDE_000579,4.46,16.7,10:38,Medium,Clear,High,Economy,Suburb,Suburb,False,2,19,3,False,0.0,2.43,1.099,49.51
RIDE_000580,3.82,12.4,23:07,Low,Clear,Low,SUV,Airport,City_Center,False,4,27,6,False,3.74,1.0,0.908,25.12
RIDE_000581,3.3,10.5,04:13,Low,Clear,Low,Premium,Transport_Hub,Transport_Hub,False,3,11,2,False,0.0,1.0,1.136,19.54
RIDE_000582,7.35,28.8,16:53,Medium,Clear,Normal,Economy,Suburb,Airport,False,1,13,2,False,0.0,1.12,0.854,27.67
RIDE_000583,4.78,18.5,14:57,Medium,Clear,High,Economy,Airport,Suburb,True,2,0,1,False,4.72,2.21,0.959,62.82
RIDE_000584,5.16,20.9,16:44,Medium,Clear,High,Premium,City_Center,Transport_Hub,False,4,13,8,False,2.3,2.36,1.028,66.69
RIDE_000585,8.94,28.9,05:39,Low,Fog,Low,Economy,City_Center,Suburb,False,2,25,9,False,3.21,1.0,0.978,33.81
RIDE_000586,7.77,23.7,20:22,Low,Clear,High,Economy,City_Center,Suburb,False,2,10,8,False,0.0,1.62,1.233,53.94
RIDE_000587,5.83,30.0,08:51,High,Snow,High,SUV,Suburb,City_Center,False,2,3,9,False,3.7,2.73,0.923,86.79
RIDE_000588,5.58,30.8,07:08,High,Clear,High,Economy,City_Center,Airport,False,3,2,9,False,0.0,1.52,0.984,40.79
RIDE_000589,8.37,49.6,07:44,High,Clear,High,Economy,City_Center,Transport_Hub,False,2,30,10,False,0.0,1.89,1.055,81.46
RIDE_000590,3.73,11.3,03:51,Low,Clear,High,Economy,Suburb,Transport_Hub,True,1,5,6,False,0.0,2.12,1.012,31.63
RIDE_000591,10.69,60.1,08:53,High,Rain,High,Economy,Suburb,Airport,False,1,11,6,True,7.35,3.0,1.181,201.72
RIDE_000592,3.38,17.4,06:59,High,Clear,Low,Economy,City_Center,City_Center,False,2,19,7,False,0.0,1.0,0.948,16.37
RIDE_000593,4.66,15.7,23:28,Low,Clear,Low,Economy,Suburb,Transport_Hub,False,1,9,3,False,0.0,1.0,0.969,17.77
RIDE_000594,7.36,31.3,16:44,Medium,Rain,Low,Economy,Transport_Hub,City_Center,False,3,1,9,False,1.4,1.19,0.916,34.43
RIDE_000595,14.45,55.8,16:15,Medium,Clear,High,SUV,Suburb,City_Center,False,1,44,9,True,3.45,2.34,1.205,169.25
RIDE_000596,11.54,68.9,01:27,High,Rain,Low,Premium,Airport,City_Center,False,2,6,8,False,6.7,1.2,1.008,85.23
RIDE_000597,4.88,21.2,23:28,Medium,Rain,Low,Economy,City_Center,Transport_Hub,False,2,12,10,False,0.0,1.25,0.986,26.4
RIDE_000598,6.74,37.5,07:20,High,Clear,High,Economy,Suburb,Suburb,False,1,44,2,False,0.0,1.5,1.205,58.49
RIDE_000599,9.78,51.3,19:12,High,Clear,High,Economy,City_Center,Airport,False,2,1,6,True,0.0,2.54,1.133,126.11
RIDE_000600,3.27,16.0,09:00,High,Rain,Normal,Economy,Suburb,City_Center,False,3,1,7,False,0.0,1.49,1.088,26.59
RIDE_000601,11.63,67.9,21:36,High,Rain,Normal,Premium,City_Center,Transport_Hub,False,1,7,9,False,6.18,1.3,1.191,99.98
RIDE_000602,9.0,36.8,13:20,Medium,Clear,Normal,Premium,Airport,Suburb,False,2,9,2,False,6.79,1.28,0.889,57.68
RIDE_000603,7.72,44.7,14:13,High,Rain,Low,Economy,City_Center,Airport,False,2,2,8,False,0.0,1.23,1.023,47.1
RIDE_000604,4.1,22.4,17:50,High,Clear,High,SUV,City_Center,City_Center,False,2,4,7,False,0.0,1.6,1.223,47.65
RIDE_000605,4.36,15.9,15:19,Medium,Clear,Normal,Economy,Suburb,City_Center,False,1,17,8,False,0.0,1.25,0.903,20.31
RIDE_000606,5.68,30.1,18:23,High,Rain,High,Premium,City_Center,Transport_Hub,False,2,8,10,False,0.0,2.18,1.194,79.57
RIDE_000607,19.1,69.2,15:01,Medium,Clear,Normal,Premium,City_Center,Suburb,False,3,3,9,False,4.23,1.39,1.023,105.91
RIDE_000608,5.99,16.3,20:05,Low,Clear,High,Premium,Suburb,Suburb,False,4,44,3,True,0.0,2.36,1.069,60.89
RIDE_000609,5.37,23.7,01:17,Medium,Clear,Low,SUV,City_Center,Transport_Hub,False,2,16,7,False,0.0,1.0,1.117,30.05
RIDE_000610,3.38,17.5,23:57,High,Snow,Low,Premium,Suburb,Airport,False,1,7,7,False,0.0,1.15,1.171,28.04
RIDE_000611,7.02,41.3,08:06,High,Clear,Normal,Premium,City_Center,City_Center,False,4,11,8,False,0.0,1.43,1.12,61.15
RIDE_000612,4.97,19.7,10:19,Medium,Clear,High,Economy,Suburb,City_Center,False,4,7,7,True,0.0,2.69,0.91,50.93
RIDE_000613,11.66,32.4,00:38,Low,Clear,Low,Economy,City_Center,City_Center,False,4,22,8,False,3.56,1.0,1.227,50.0
RIDE_000614,5.96,22.4,11:36,Medium,Clear,Low,Economy,Airport,Airport,False,1,13,6,False,7.62,1.0,1.137,41.23
RIDE_000615,5.38,14.8,21:14,Low,Clear,Normal,Economy,City_Center,Suburb,False,1,50,7,True,1.9,1.81,0.937,35.39
RIDE_000616,6.99,27.6,02:12,Medium,Clear,Low,Economy,City_Center,Suburb,False,2,15,10,False,0.0,1.0,1.038,28.84
RIDE_000617,11.0,63.9,18:03,High,Clear,High,Premium,City_Center,City_Center,False,1,15,9,False,5.93,1.71,0.862,90.48
RIDE_000618,3.57,21.1,11:12,High,Rain,Normal,SUV,Airport,Airport,False,1,15,5,False,5.85,1.74,1.014,59.56
RIDE_000619,7.74,22.7,05:05,Low,Clear,Low,Premium,City_Center,Suburb,False,4,3,10,False,0.0,1.0,1.195,35.8
RIDE_000620,8.55,26.3,20:15,Low,Clear,Low,SUV,City_Center,Suburb,False,1,47,9,False,1.97,1.0,1.049,36.66
RIDE_000621,10.22,52.4,18:47,High,Clear,Normal,Premium,City_Center,Transport_Hub,False,4,12,8,False,5.85,1.36,1.212,89.64
RIDE_000622,2.31,10.7,21:25,High,Rain,Normal,Premium,City_Center,Airport,False,3,6,9,False,0.0,1.72,0.971,26.41
RIDE_000623,18.39,56.9,00:21,Low,Fog,Low,Economy,Airport,Transport_Hub,False,1,18,2,False,7.01,1.0,0.873,62.46
RIDE_000624,7.17,35.3,17:39,High,Snow,High,Economy,Airport,Suburb,False,1,8,5,False,2.06,2.2,1.113,95.41
RIDE_000625,7.06,29.7,04:30,Medium,Clear,Low,Economy,City_Center,Airport,False,1,3,10,False,0.0,1.0,1.191,34.47
RIDE_000626,11.42,57.0,14:40,High,Snow,Normal,Accessible,Airport,Transport_Hub,False,1,0,1,False,4.03,1.48,0.98,85.08
RIDE_000627,9.68,47.1,12:57,High,Rain,Normal,SUV,City_Center,Suburb,False,3,21,7,False,0.0,1.23,1.096,60.76
RIDE_000628,7.41,43.4,19:21,High,Clear,High,Economy,City_Center,City_Center,True,1,9,6,False,0.0,1.7,1.069,66.0
RIDE_000629,7.89,36.2,07:30,High,Clear,Normal,Economy,Suburb,Suburb,False,2,6,1,False,0.0,1.02,1.228,41.88
RIDE_000630,4.24,19.3,22:58,High,Clear,Normal,SUV,Airport,Airport,False,1,10,2,False,3.07,1.2,1.009,37.63
RIDE_000631,5.13,30.4,19:50,High,Fog,Normal,Economy,City_Center,City_Center,False,1,50,8,False,0.0,1.46,1.15,44.32
RIDE_000632,3.44,13.5,22:41,Medium,Clear,Low,Economy,Suburb,Airport,False,1,2,2,False,0.0,1.0,1.217,18.75
RIDE_000633,13.65,70.1,19:17,High,Clear,High,Premium,Suburb,Suburb,False,1,5,1,False,7.94,1.51,0.918,97.68
RIDE_000634,5.32,22.4,21:22,Medium,Clear,Normal,Economy,City_Center,Airport,False,1,27,8,False,0.0,1.44,1.188,38.8
RIDE_000635,10.12,42.7,13:40,Medium,Rain,Low,Premium,Suburb,Transport_Hub,False,2,4,6,False,6.17,1.22,1.086,65.85
RIDE_000636,4.43,20.8,04:59,High,Clear,Normal,Accessible,Suburb,Transport_Hub,False,4,33,5,True,0.0,1.64,1.183,40.83
RIDE_000637,5.73,28.2,17:28,High,Clear,Normal,Economy,City_Center,City_Center,False,1,5,7,False,0.0,1.31,0.985,33.8
RIDE_000638,9.83,37.3,16:52,Medium,Clear,Normal,SUV,Airport,Suburb,False,3,11,2,False,5.66,1.16,1.182,70.0
RIDE_000639,2.63,10.3,10:55,Medium,Clear,High,Economy,Suburb,Airport,False,2,51,5,False,2.64,1.99,0.895,27.13
RIDE_000640,12.83,40.6,20:00,Low,Fog,High,SUV,City_Center,City_Center,False,1,6,8,True,7.59,2.38,1.001,128.97
RIDE_000641,8.37,23.1,03:22,Low,Clear,Normal,Premium,Suburb,Transport_Hub,False,2,49,1,False,1.25,1.18,0.94,35.89
RIDE_000642,8.4,32.8,11:49,Medium,Clear,High,Economy,Airport,City_Center,False,2,8,10,False,5.29,1.68,1.14,81.95
RIDE_000643,8.42,39.4,14:36,High,Snow,Low,SUV,City_Center,Suburb,False,1,0,8,False,1.01,1.28,1.173,60.57
RIDE_000644,10.28,36.1,16:55,Low,Clear,Normal,Economy,Transport_Hub,City_Center,False,3,1,7,False,6.29,1.33,1.016,58.46
RIDE_000645,5.4,31.4,07:14,High,Clear,High,Premium,City_Center,Airport,False,1,38,6,False,0.0,2.14,1.225,80.74
RIDE_000646,15.86,60.0,20:34,Medium,Snow,Low,Accessible,Airport,Transport_Hub,False,1,7,7,False,6.91,1.26,1.091,95.81
RIDE_000647,3.07,11.8,00:35,Medium,Clear,Normal,Economy,Airport,City_Center,False,1,14,9,False,4.4,1.41,1.024,33.79
RIDE_000648,18.07,55.3,23:09,Low,Clear,Normal,Economy,Suburb,City_Center,False,2,45,10,False,5.65,1.5,0.999,95.76
RIDE_000649,9.27,46.7,08:45,High,Rain,High,Premium,Suburb,Suburb,True,1,32,3,False,0.0,1.88,1.081,89.94
RIDE_000650,5.04,19.4,01:33,Medium,Clear,Normal,SUV,City_Center,City_Center,False,1,8,7,False,2.71,1.44,0.868,33.71
RIDE_000651,19.16,62.0,22:14,Low,Clear,Low,Economy,City_Center,City_Center,False,1,17,8,False,4.42,1.0,1.128,76.32
RIDE_000652,4.04,16.0,02:19,Medium,Clear,Normal,Economy,Suburb,City_Center,False,1,10,10,False,0.0,1.31,1.108,25.49
RIDE_000653,3.5,20.9,18:48,High,Clear,High,SUV,City_Center,City_Center,False,1,32,6,False,3.57,2.08,1.224,66.88
RIDE_000654,5.18,17.8,01:08,Low,Clear,Low,SUV,Suburb,Airport,False,1,0,7,False,2.54,1.0,0.946,24.79
RIDE_000655,9.58,44.9,07:46,High,Clear,High,Economy,Suburb,Transport_Hub,False,1,55,4,False,1.28,2.08,1.022,88.43
RIDE_000656,10.79,47.3,13:18,Medium,Clear,Normal,Economy,City_Center,City_Center,False,3,5,10,False,2.69,1.03,0.862,40.86
RIDE_000657,8.09,43.2,22:38,High,Rain,Low,SUV,City_Center,Airport,False,3,5,9,False,0.0,1.26,0.902,46.3
RIDE_000658,4.13,24.8,22:57,High,Rain,High,SUV,Suburb,Suburb,False,3,1,1,True,0.0,3.0,1.211,92.99
RIDE_000659,4.13,21.9,07:30,High,Clear,High,Accessible,Transport_Hub,City_Center,False,2,6,6,False,0.0,2.08,1.245,54.76
RIDE_000660,11.97,62.4,20:29,High,Rain,Normal,Economy,Airport,Suburb,False,3,8,1,False,2.72,1.2,0.898,65.06
RIDE_000661,8.04,26.4,00:32,Low,Fog,Normal,Premium,City_Center,Suburb,False,2,6,9,False,0.0,1.06,0.876,29.96
RIDE_000662,13.96,50.4,11:51,Medium,Clear,Normal,SUV,Suburb,Transport_Hub,False,2,2,3,False,7.99,1.42,1.179,102.34
RIDE_000663,4.38,19.7,03:29,High,Clear,Low,Economy,City_Center,Transport_Hub,False,2,25,10,False,1.56,1.0,1.132,24.32
RIDE_000664,4.03,20.2,19:19,High,Rain,High,Economy,City_Center,Airport,False,2,0,8,False,0.0,2.95,1.216,70.47
RIDE_000665,4.61,14.7,04:26,Low,Clear,Normal,Economy,Suburb,Transport_Hub,False,1,4,2,False,2.16,1.22,1.011,24.58
RIDE_000666,8.4,42.7,19:26,High,Clear,High,Premium,City_Center,Airport,False,1,0,8,False,0.0,1.53,1.237,77.5
RIDE_000667,10.61,56.4,17:29,High,Clear,High,SUV,Suburb,Airport,False,2,39,7,False,5.16,1.62,1.221,111.31
RIDE_000668,4.78,16.8,00:42,Low,Clear,Low,SUV,City_Center,Suburb,False,3,54,8,False,0.0,1.0,1.029,23.22
RIDE_000669,8.63,50.2,00:23,High,Rain,Normal,Economy,City_Center,Suburb,False,1,3,10,False,0.0,1.24,1.243,64.03
RIDE_000670,5.04,28.4,17:02,High,Rain,High,Premium,City_Center,Suburb,False,1,0,7,False,0.0,2.88,0.983,81.42
RIDE_000671,7.72,23.7,05:06,Low,Clear,Normal,Economy,Transport_Hub,Suburb,False,2,16,1,False,0.0,1.03,0.934,25.91
RIDE_000672,5.7,21.9,20:52,Medium,Clear,Normal,Economy,Airport,Suburb,False,3,6,3,False,6.46,1.2,0.955,39.49
RIDE_000673,5.12,29.5,07:01,High,Clear,Normal,Premium,City_Center,Airport,False,4,22,9,False,0.0,1.17,1.151,39.63
RIDE_000674,11.22,43.8,10:05,Medium,Rain,Normal,Economy,City_Center,Suburb,False,2,9,7,False,3.91,1.82,0.942,79.1
RIDE_000675,5.51,17.8,12:00,Low,Clear,Normal,Economy,Suburb,Airport,False,2,0,1,False,0.0,1.24,0.905,23.19
RIDE_000676,10.0,37.4,14:01,Medium,Clear,Low,Economy,Suburb,Suburb,False,3,14,6,False,0.0,1.0,0.88,32.74
