Trip_Distance_km,Est_Duration_min,Traffic_Level,Demand_Level,Is_Holiday,Passenger_Count,Booking_Lead_Time_min,Route_Complexity_Score,Nearby_Major_Event,Toll_Fees,Surge_Multiplier,Fuel_Price_Index,Final_Ride_Price,Hour,Weather_Condition_Fog,Weather_Condition_Rain,Weather_Condition_Snow,Vehicle_Type_Economy,Vehicle_Type_Premium,Vehicle_Type_SUV,Pickup_Location_Type_City_Center,Pickup_Location_Type_Suburb,Pickup_Location_Type_Transport_Hub,Dropoff_Location_Type_City_Center,Dropoff_Location_Type_Suburb,Dropoff_Location_Type_Transport_Hub
10.91,51.1,2,2,0,3,26,6,0,3.38,1.71,1.047,87.36,19,False,False,False,True,False,False,False,True,False,False,False,False
10.06,39.8,1,1,0,1,11,10,0,2.67,1.62,1.175,78.35,21,False,True,False,True,False,False,True,False,False,False,True,False
6.51,17.7,0,0,0,3,0,7,0,2.31,1.0,1.05,25.65,20,False,False,False,True,False,False,True,False,False,False,True,False
3.24,10.4,0,1,0,1,1,10,0,0.0,1.33,1.134,25.73,11,False,False,False,False,True,False,True,False,False,True,False,False
6.14,17.0,0,0,0,1,8,5,0,7.05,1.0,0.875,29.54,3,False,False,False,False,False,False,False,False,False,False,False,True
8.83,44.4,2,0,0,1,19,3,0,3.98,1.28,1.038,57.03,12,False,True,False,True,False,False,False,True,False,False,False,False
10.91,51.1,2,1,0,2,4,2,0,5.69,1.35,1.017,77.03,8,False,False,False,True,False,False,False,False,False,False,False,True
15.5,54.6,0,1,0,1,3,6,0,7.63,1.27,0.992,82.12,2,False,False,False,False,True,False,True,False,False,False,True,False
9.63,27.6,0,2,0,1,2,6,1,0.0,2.75,1.162,101.44,5,False,False,False,True,False,False,True,False,False,False,False,True
8.51,50.9,2,2,0,1,26,6,0,0.0,1.61,1.195,86.99,7,False,False,False,False,True,False,False,True,False,True,False,False
12.44,51.4,1,1,0,1,19,6,0,5.66,1.04,1.207,73.46,15,False,False,False,True,False,False,False,False,False,False,False,True
2.67,15.5,2,2,0,1,7,7,1,0.0,2.34,0.986,43.27,2,False,False,True,False,True,False,False,False,True,False,False,True
3.83,17.1,1,0,0,2,1,1,0,0.0,1.0,1.022,21.76,14,False,False,False,False,True,False,False,True,False,False,False,False
2.19,9.2,1,1,0,2,27,2,0,0.0,1.17,1.041,18.13,6,False,False,False,False,True,False,False,True,False,False,False,True
8.59,31.8,1,0,0,2,28,6,0,1.9,1.0,0.897,33.8,11,False,False,False,False,False,True,False,False,True,False,True,False
16.14,87.1,2,2,0,2,5,2,0,5.05,2.1,0.867,133.71375,13,False,True,False,True,False,False,False,True,False,False,True,False
4.77,26.6,2,1,0,5,2,5,0,1.77,1.5,1.023,39.48,21,False,True,False,True,False,False,False,True,False,False,False,False
4.41,22.2,2,1,0,4,28,9,0,0.0,1.25,0.862,26.63,7,False,False,False,False,False,True,False,True,False,True,False,False
5.31,28.0,2,1,0,1,40,5,0,0.0,1.52,1.1,42.58,1,False,True,False,True,False,False,False,True,False,False,False,True
7.55,25.2,0,0,0,3,10,2,0,0.0,1.0,0.925,25.37,23,False,False,False,True,False,False,False,True,False,False,False,True
7.77,40.7,2,1,0,2,5,6,0,0.0,1.72,1.113,67.97,23,False,True,False,True,False,False,False,True,False,False,False,True
5.61,31.2,2,2,0,2,4,9,0,0.0,1.86,1.226,63.88,9,False,False,False,False,False,False,True,False,False,False,False,False
9.68,46.0,2,2,0,1,11,6,0,2.9,1.67,0.9,71.27,9,False,False,False,False,True,False,True,False,False,True,False,False
6.88,38.9,2,0,0,2,6,5,0,0.0,1.25,1.099,45.7,4,False,False,True,True,False,False,False,False,True,False,False,False
8.8,39.7,2,1,0,2,18,8,0,0.0,1.45,0.856,45.37,4,False,False,False,True,False,False,True,False,False,False,False,False
9.04,32.0,0,1,0,1,4,7,0,0.0,1.3,0.977,41.99,6,False,False,False,True,False,False,True,False,False,True,False,False
14.76,78.2,2,0,0,4,7,9,0,2.72,1.25,0.939,79.18,5,False,True,False,True,False,False,True,False,False,False,False,True
7.66,32.4,1,1,0,1,4,6,0,0.0,1.15,1.158,46.2,20,False,False,False,False,True,False,True,False,False,True,False,False
3.6,20.4,2,2,0,1,2,6,1,0.0,2.3,1.121,49.25,19,False,False,False,True,False,False,True,False,False,False,True,False
4.19,16.1,1,1,0,2,1,2,0,2.93,1.2,0.939,23.96,23,True,False,False,False,False,False,False,True,False,False,False,True
9.07,38.1,1,0,0,1,4,7,0,4.04,1.0,0.922,44.9,13,False,False,False,False,True,False,False,False,False,False,True,False
6.21,20.8,0,2,1,3,6,3,0,0.0,2.12,1.021,57.83,6,False,False,False,False,True,False,False,False,True,False,False,True
13.39,52.3,1,2,0,2,2,5,0,5.8,2.16,1.12,133.71375,16,False,True,False,False,False,True,False,True,False,False,False,True
11.32,44.1,1,1,0,3,3,9,0,5.08,1.09,1.144,59.37,15,False,False,False,True,False,False,True,False,False,False,True,False
6.82,24.9,1,2,0,3,13,7,1,3.62,2.88,1.219,104.62,6,False,False,False,True,False,False,False,True,False,True,False,False
9.38,47.0,2,1,0,2,7,1,0,2.62,1.25,0.968,52.86,6,False,True,False,True,False,False,False,True,False,False,True,False
12.86,49.0,1,1,1,2,0,6,1,4.81,1.66,1.061,91.76,16,False,False,False,True,False,False,True,False,False,True,False,False
9.43,46.5,2,1,0,4,6,6,0,0.0,1.53,0.909,61.74,16,False,False,True,False,False,True,True,False,False,True,False,False
6.44,28.8,1,0,0,1,5,4,0,1.85,1.27,0.953,35.6,5,False,True,False,True,False,False,False,True,False,False,False,True
10.07,52.1,2,2,0,4,35,10,0,3.9,1.84,0.976,87.2,17,False,True,False,True,False,False,True,False,False,False,False,False
5.4,16.4,0,1,0,3,34,7,1,1.01,1.6,0.867,33.72,4,False,False,False,False,True,False,False,True,False,False,False,True
3.57,12.7,0,2,0,5,11,7,1,2.76,2.49,1.129,50.5,4,False,False,False,True,False,False,True,False,False,True,False,False
4.86,19.8,1,0,0,3,5,7,0,3.67,1.0,0.993,24.19,10,False,False,False,True,False,False,True,False,False,False,False,True
5.0,20.7,1,2,0,1,9,2,1,4.36,2.83,0.889,77.26,0,False,False,False,True,False,False,False,False,False,False,False,True
4.69,25.6,2,2,0,3,32,9,1,6.14,2.45,1.098,102.16,17,False,False,False,False,False,True,False,False,False,True,False,False
6.3,28.9,2,2,0,1,4,8,0,0.0,1.51,0.911,37.69,17,False,False,False,True,False,False,True,False,False,True,False,False
10.27,35.0,0,0,0,2,2,6,0,4.06,1.0,1.009,45.87,23,False,False,False,True,False,False,False,False,False,False,False,True
11.24,63.0,2,2,0,5,28,10,0,7.63,1.69,1.027,109.33,18,False,False,False,False,True,False,True,False,False,False,False,True
8.82,44.1,2,1,0,4,27,2,1,0.0,2.48,1.171,122.78,15,False,True,False,False,True,False,False,True,False,False,True,False
4.63,14.2,0,0,0,1,2,6,0,3.1,1.0,1.228,29.65,1,False,False,False,False,False,True,False,False,True,False,False,False
8.39,29.2,0,1,0,1,3,4,0,0.0,1.19,0.914,33.37,2,False,False,False,True,False,False,False,True,False,False,False,False
12.53,45.4,1,2,0,2,7,7,0,7.01,1.94,1.007,101.6,6,False,False,False,True,False,False,False,True,False,False,False,False
2.31,7.8,0,2,0,2,16,3,0,0.0,2.37,1.05,27.04,20,False,False,False,True,False,False,False,True,False,False,False,False
5.21,27.3,2,1,0,3,2,7,0,0.0,1.17,1.072,31.31,7,False,False,False,True,False,False,True,False,False,False,False,True
4.93,17.0,0,0,0,2,0,7,0,0.0,1.0,1.191,23.1,15,False,False,False,True,False,False,False,True,False,False,True,False
3.43,12.1,0,0,0,2,63,3,0,7.95,1.0,1.08,29.86,21,False,False,False,True,False,False,False,False,False,False,True,False
9.79,57.0,2,1,0,1,9,6,0,0.0,1.27,1.056,62.61,22,True,False,False,True,False,False,False,True,False,True,False,False
3.89,17.8,2,1,0,2,0,1,0,2.75,1.26,1.079,28.53,8,False,False,False,True,False,False,False,True,False,False,False,False
5.69,27.3,2,1,0,1,4,5,0,2.6,1.13,0.967,30.91,4,False,False,True,True,False,False,False,True,False,False,False,True
7.47,31.9,1,0,0,3,12,6,0,2.98,1.0,1.138,42.26,3,False,False,False,False,True,False,True,False,False,False,True,False
8.0,27.3,0,2,0,6,5,5,0,6.74,1.58,1.099,71.0,21,False,False,False,True,False,False,False,False,False,False,False,True
6.54,34.2,2,1,0,2,40,9,0,0.0,1.41,0.92,39.45,13,False,False,True,True,False,False,True,False,False,False,False,False
9.92,47.8,2,2,0,3,19,6,0,5.39,2.44,0.872,119.51,17,False,False,False,False,True,False,False,False,False,False,False,False
9.05,32.5,0,1,0,2,17,4,0,0.0,1.07,1.073,42.28,15,False,False,False,False,False,True,False,True,False,False,False,True
7.45,27.9,1,0,0,3,9,7,0,0.0,1.28,0.972,35.61,5,False,True,False,True,False,False,True,False,False,False,False,False
5.17,29.7,2,1,0,3,45,7,1,0.0,1.98,0.93,54.51,2,False,False,False,False,False,True,False,True,False,False,False,False
6.45,19.9,0,0,0,2,16,7,0,1.5,1.0,1.139,28.05,23,False,False,False,True,False,False,False,False,True,True,False,False
8.47,49.0,2,2,0,1,20,10,0,0.0,1.85,0.924,69.58,17,False,True,False,True,False,False,True,False,False,False,False,False
8.55,33.5,1,2,0,2,3,6,0,0.0,1.62,1.193,70.69,20,True,False,False,False,True,False,True,False,False,False,True,False
3.04,12.2,1,0,0,1,21,6,0,7.57,1.0,1.051,31.77,3,False,False,False,False,False,True,False,False,False,False,False,False
4.9,14.4,0,1,0,1,0,1,0,5.48,1.14,1.052,34.22,21,False,False,False,True,False,False,False,False,False,False,False,True
6.56,37.1,2,1,0,1,12,8,0,0.0,1.32,1.207,56.38,18,False,False,False,False,False,True,True,False,False,False,False,False
7.31,38.5,2,1,0,2,5,6,0,0.0,1.07,1.112,40.12,18,False,False,False,True,False,False,True,False,False,True,False,False
10.9,59.4,2,1,0,2,12,7,0,5.53,1.59,0.863,75.58,14,False,False,True,True,False,False,False,False,True,False,True,False
9.42,35.8,1,0,0,5,50,7,0,1.91,1.0,1.239,46.39,13,False,False,False,True,False,False,True,False,False,False,False,True
6.96,22.0,0,2,0,1,0,6,1,0.0,3.0,0.854,63.9,21,False,False,False,True,False,False,True,False,False,False,False,False
6.48,22.5,0,0,0,2,75,1,0,1.37,1.0,0.898,23.2,15,False,False,False,True,False,False,False,True,False,False,False,True
9.7,49.0,2,0,0,3,7,7,0,2.43,1.26,1.017,57.64,12,False,False,True,True,False,False,False,True,False,True,False,False
15.43,82.2,2,1,0,1,16,6,0,7.24,1.16,1.04,94.68,15,False,False,True,False,True,False,True,False,False,False,False,True
10.71,33.2,0,2,0,2,10,8,1,2.08,2.04,1.058,82.54,6,False,False,False,True,False,False,True,False,False,False,False,False
5.63,31.6,2,1,0,2,2,4,0,2.28,1.39,0.917,38.91,19,False,False,False,False,False,False,False,True,False,False,True,False
6.6,29.1,1,1,0,2,5,2,0,0.0,1.32,1.039,43.13,5,False,False,False,False,True,False,False,True,False,False,False,False
5.45,27.6,2,1,0,3,13,3,0,0.0,1.27,0.936,30.28,17,False,False,False,True,False,False,False,True,False,False,True,False
2.12,9.9,2,2,0,1,7,4,0,0.0,2.65,1.123,45.03,8,False,True,False,False,False,True,False,False,True,False,False,False
5.51,25.1,2,0,0,3,14,8,0,0.0,1.22,0.869,25.78,0,False,False,True,True,False,False,True,False,False,True,False,False
11.66,54.4,2,1,0,2,0,8,0,6.06,1.9,0.994,102.46,14,False,False,True,True,False,False,True,False,False,False,True,False
7.9,37.1,2,2,1,1,0,10,0,0.0,1.99,1.226,83.93,6,False,False,True,False,False,False,True,False,False,True,False,False
13.26,64.7,2,1,0,1,3,7,0,3.74,1.18,0.983,68.99,0,False,False,False,True,False,False,False,True,False,False,False,True
2.01,11.4,2,0,0,1,18,6,0,0.0,1.2,1.063,15.58,11,False,False,True,True,False,False,True,False,False,True,False,False
4.49,20.9,2,2,1,3,7,6,0,0.0,2.6,1.238,77.85,2,False,True,False,False,True,False,False,True,False,False,False,True
3.91,14.7,1,2,1,3,16,6,0,0.0,1.64,0.974,26.7,14,True,False,False,True,False,False,False,True,False,False,False,True
2.71,15.6,2,2,0,2,2,9,0,0.0,1.65,0.958,24.29,20,False,False,False,True,False,False,True,False,False,False,False,True
7.83,44.6,2,2,0,1,12,9,1,0.0,2.39,1.148,112.62,17,False,False,False,False,True,False,True,False,False,False,False,True
4.46,16.7,1,2,0,2,19,3,0,0.0,2.43,1.099,49.51,10,False,False,False,True,False,False,False,True,False,False,True,False
3.82,12.4,0,0,0,4,27,6,0,3.74,1.0,0.908,25.12,23,False,False,False,False,False,True,False,False,False,True,False,False
3.3,10.5,0,0,0,3,11,2,0,0.0,1.0,1.136,19.54,4,False,False,False,False,True,False,False,False,True,False,False,True
7.35,28.8,1,1,0,1,13,2,0,0.0,1.12,0.854,27.67,16,False,False,False,True,False,False,False,True,False,False,False,False
4.78,18.5,1,2,1,2,0,1,0,4.72,2.21,0.959,62.82,14,False,False,False,True,False,False,False,False,False,False,True,False
5.16,20.9,1,2,0,4,13,8,0,2.3,2.36,1.028,66.69,16,False,False,False,False,True,False,True,False,False,False,False,True
8.94,28.9,0,0,0,2,25,9,0,3.21,1.0,0.978,33.81,5,True,False,False,True,False,False,True,False,False,False,True,False
7.77,23.7,0,2,0,2,10,8,0,0.0,1.62,1.233,53.94,20,False,False,False,True,False,False,True,False,False,False,True,False
5.83,30.0,2,2,0,2,3,9,0,3.7,2.73,0.923,86.79,8,False,False,True,False,False,True,False,True,False,True,False,False
5.58,30.8,2,2,0,3,2,9,0,0.0,1.52,0.984,40.79,7,False,False,False,True,False,False,True,False,False,False,False,False
8.37,49.6,2,2,0,2,30,10,0,0.0,1.89,1.055,81.46,7,False,False,False,True,False,False,True,False,False,False,False,True
3.73,11.3,0,2,1,1,5,6,0,0.0,2.12,1.012,31.63,3,False,False,False,True,False,False,False,True,False,False,False,True
10.69,60.1,2,2,0,1,11,6,1,7.35,3.0,1.181,133.71375,8,False,True,False,True,False,False,False,True,False,False,False,False
3.38,17.4,2,0,0,2,19,7,0,0.0,1.0,0.948,16.37,6,False,False,False,True,False,False,True,False,False,True,False,False
4.66,15.7,0,0,0,1,9,3,0,0.0,1.0,0.969,17.77,23,False,False,False,True,False,False,False,True,False,False,False,True
7.36,31.3,1,0,0,3,1,9,0,1.4,1.19,0.916,34.43,16,False,True,False,True,False,False,False,False,True,True,False,False
14.45,55.8,1,2,0,1,44,9,1,3.45,2.34,1.205,133.71375,16,False,False,False,False,False,True,False,True,False,True,False,False
11.54,68.9,2,0,0,2,6,8,0,6.7,1.2,1.008,85.23,1,False,True,False,False,True,False,False,False,False,True,False,False
4.88,21.2,1,0,0,2,12,10,0,0.0,1.25,0.986,26.4,23,False,True,False,True,False,False,True,False,False,False,False,True
6.74,37.5,2,2,0,1,44,2,0,0.0,1.5,1.205,58.49,7,False,False,False,True,False,False,False,True,False,False,True,False
9.78,51.3,2,2,0,2,1,6,1,0.0,2.54,1.133,126.11,19,False,False,False,True,False,False,True,False,False,False,False,False
3.27,16.0,2,1,0,3,1,7,0,0.0,1.49,1.088,26.59,9,False,True,False,True,False,False,False,True,False,True,False,False
11.63,67.9,2,1,0,1,7,9,0,6.18,1.3,1.191,99.98,21,False,True,False,False,True,False,True,False,False,False,False,True
9.0,36.8,1,1,0,2,9,2,0,6.79,1.28,0.889,57.68,13,False,False,False,False,True,False,False,False,False,False,True,False
7.72,44.7,2,0,0,2,2,8,0,0.0,1.23,1.023,47.1,14,False,True,False,True,False,False,True,False,False,False,False,False
4.1,22.4,2,2,0,2,4,7,0,0.0,1.6,1.223,47.65,17,False,False,False,False,False,True,True,False,False,True,False,False
4.36,15.9,1,1,0,1,17,8,0,0.0,1.25,0.903,20.31,15,False,False,False,True,False,False,False,True,False,True,False,False
5.68,30.1,2,2,0,2,8,10,0,0.0,2.18,1.194,79.57,18,False,True,False,False,True,False,True,False,False,False,False,True
19.1,69.2,1,1,0,3,3,9,0,4.23,1.39,1.023,105.91,15,False,False,False,False,True,False,True,False,False,False,True,False
5.99,16.3,0,2,0,4,44,3,1,0.0,2.36,1.069,60.89,20,False,False,False,False,True,False,False,True,False,False,True,False
5.37,23.7,1,0,0,2,16,7,0,0.0,1.0,1.117,30.05,1,False,False,False,False,False,True,True,False,False,False,False,True
3.38,17.5,2,0,0,1,7,7,0,0.0,1.15,1.171,28.04,23,False,False,True,False,True,False,False,True,False,False,False,False
7.02,41.3,2,1,0,4,11,8,0,0.0,1.43,1.12,61.15,8,False,False,False,False,True,False,True,False,False,True,False,False
4.97,19.7,1,2,0,4,7,7,1,0.0,2.69,0.91,50.93,10,False,False,False,True,False,False,False,True,False,True,False,False
11.66,32.4,0,0,0,4,22,8,0,3.56,1.0,1.227,50.0,0,False,False,False,True,False,False,True,False,False,True,False,False
5.96,22.4,1,0,0,1,13,6,0,7.62,1.0,1.137,41.23,11,False,False,False,True,False,False,False,False,False,False,False,False
5.38,14.8,0,1,0,1,50,7,1,1.9,1.81,0.937,35.39,21,False,False,False,True,False,False,True,False,False,False,True,False
6.99,27.6,1,0,0,2,15,10,0,0.0,1.0,1.038,28.84,2,False,False,False,True,False,False,True,False,False,False,True,False
11.0,63.9,2,2,0,1,15,9,0,5.93,1.71,0.862,90.48,18,False,False,False,False,True,False,True,False,False,True,False,False
3.57,21.1,2,1,0,1,15,5,0,5.85,1.74,1.014,59.56,11,False,True,False,False,False,True,False,False,False,False,False,False
7.74,22.7,0,0,0,4,3,10,0,0.0,1.0,1.195,35.8,5,False,False,False,False,True,False,True,False,False,False,True,False
8.55,26.3,0,0,0,1,47,9,0,1.97,1.0,1.049,36.66,20,False,False,False,False,False,True,True,False,False,False,True,False
10.22,52.4,2,1,0,4,12,8,0,5.85,1.36,1.212,89.64,18,False,False,False,False,True,False,True,False,False,False,False,True
2.31,10.7,2,1,0,3,6,9,0,0.0,1.72,0.971,26.41,21,False,True,False,False,True,False,True,False,False,False,False,False
18.39,56.9,0,0,0,1,18,2,0,7.01,1.0,0.873,62.46,0,True,False,False,True,False,False,False,False,False,False,False,True
7.17,35.3,2,2,0,1,8,5,0,2.06,2.2,1.113,95.41,17,False,False,True,True,False,False,False,False,False,False,True,False
7.06,29.7,1,0,0,1,3,10,0,0.0,1.0,1.191,34.47,4,False,False,False,True,False,False,True,False,False,False,False,False
11.42,57.0,2,1,0,1,0,1,0,4.03,1.48,0.98,85.08,14,False,False,True,False,False,False,False,False,False,False,False,True
9.68,47.1,2,1,0,3,21,7,0,0.0,1.23,1.096,60.76,12,False,True,False,False,False,True,True,False,False,False,True,False
7.41,43.4,2,2,1,1,9,6,0,0.0,1.7,1.069,66.0,19,False,False,False,True,False,False,True,False,False,True,False,False
7.89,36.2,2,1,0,2,6,1,0,0.0,1.02,1.228,41.88,7,False,False,False,True,False,False,False,True,False,False,True,False
4.24,19.3,2,1,0,1,10,2,0,3.07,1.2,1.009,37.63,22,False,False,False,False,False,True,False,False,False,False,False,False
5.13,30.4,2,1,0,1,50,8,0,0.0,1.46,1.15,44.32,19,True,False,False,True,False,False,True,False,False,True,False,False
3.44,13.5,1,0,0,1,2,2,0,0.0,1.0,1.217,18.75,22,False,False,False,True,False,False,False,True,False,False,False,False
13.65,70.1,2,2,0,1,5,1,0,7.94,1.51,0.918,97.68,19,False,False,False,False,True,False,False,True,False,False,True,False
5.32,22.4,1,1,0,1,27,8,0,0.0,1.44,1.188,38.8,21,False,False,False,True,False,False,True,False,False,False,False,False
10.12,42.7,1,0,0,2,4,6,0,6.17,1.22,1.086,65.85,13,False,True,False,False,True,False,False,True,False,False,False,True
4.43,20.8,2,1,0,4,33,5,1,0.0,1.64,1.183,40.83,4,False,False,False,False,False,False,False,True,False,False,False,True
5.73,28.2,2,1,0,1,5,7,0,0.0,1.31,0.985,33.8,17,False,False,False,True,False,False,True,False,False,True,False,False
9.83,37.3,1,1,0,3,11,2,0,5.66,1.16,1.182,70.0,16,False,False,False,False,False,True,False,False,False,False,True,False
2.63,10.3,1,2,0,2,51,5,0,2.64,1.99,0.895,27.13,10,False,False,False,True,False,False,False,True,False,False,False,False
12.83,40.6,0,2,0,1,6,8,1,7.59,2.38,1.001,128.97,20,True,False,False,False,False,True,True,False,False,True,False,False
8.37,23.1,0,1,0,2,49,1,0,1.25,1.18,0.94,35.89,3,False,False,False,False,True,False,False,True,False,False,False,True
8.4,32.8,1,2,0,2,8,10,0,5.29,1.68,1.14,81.95,11,False,False,False,True,False,False,False,False,False,True,False,False
8.42,39.4,2,0,0,1,0,8,0,1.01,1.28,1.173,60.57,14,False,False,True,False,False,True,True,False,False,False,True,False
10.28,36.1,0,1,0,3,1,7,0,6.29,1.33,1.016,58.46,16,False,False,False,True,False,False,False,False,True,True,False,False
5.4,31.4,2,2,0,1,38,6,0,0.0,2.14,1.225,80.74,7,False,False,False,False,True,False,True,False,False,False,False,False
15.86,60.0,1,0,0,1,7,7,0,6.91,1.26,1.091,95.81,20,False,False,True,False,False,False,False,False,False,False,False,True
3.07,11.8,1,1,0,1,14,9,0,4.4,1.41,1.024,33.79,0,False,False,False,True,False,False,False,False,False,True,False,False
18.07,55.3,0,1,0,2,45,10,0,5.65,1.5,0.999,95.76,23,False,False,False,True,False,False,False,True,False,True,False,False
9.27,46.7,2,2,1,1,32,3,0,0.0,1.88,1.081,89.94,8,False,True,False,False,True,False,False,True,False,False,True,False
5.04,19.4,1,1,0,1,8,7,0,2.71,1.44,0.868,33.71,1,False,False,False,False,False,True,True,False,False,True,False,False
19.16,62.0,0,0,0,1,17,8,0,4.42,1.0,1.128,76.32,22,False,False,False,True,False,False,True,False,False,True,False,False
4.04,16.0,1,1,0,1,10,10,0,0.0,1.31,1.108,25.49,2,False,False,False,True,False,False,False,True,False,True,False,False
3.5,20.9,2,2,0,1,32,6,0,3.57,2.08,1.224,66.88,18,False,False,False,False,False,True,True,False,False,True,False,False
5.18,17.8,0,0,0,1,0,7,0,2.54,1.0,0.946,24.79,1,False,False,False,False,False,True,False,True,False,False,False,False
9.58,44.9,2,2,0,1,55,4,0,1.28,2.08,1.022,88.43,7,False,False,False,True,False,False,False,True,False,False,False,True
10.79,47.3,1,1,0,3,5,10,0,2.69,1.03,0.862,40.86,13,False,False,False,True,False,False,True,False,False,True,False,False
8.09,43.2,2,0,0,3,5,9,0,0.0,1.26,0.902,46.3,22,False,True,False,False,False,True,True,False,False,False,False,False
4.13,24.8,2,2,0,3,1,1,1,0.0,3.0,1.211,92.99,22,False,True,False,False,False,True,False,True,False,False,True,False
4.13,21.9,2,2,0,2,6,6,0,0.0,2.08,1.245,54.76,7,False,False,False,False,False,False,False,False,True,True,False,False
11.97,62.4,2,1,0,3,8,1,0,2.72,1.2,0.898,65.06,20,False,True,False,True,False,False,False,False,False,False,True,False
8.04,26.4,0,1,0,2,6,9,0,0.0,1.06,0.876,29.96,0,True,False,False,False,True,False,True,False,False,False,True,False
13.96,50.4,1,1,0,2,2,3,0,7.99,1.42,1.179,102.34,11,False,False,False,False,False,True,False,True,False,False,False,True
4.38,19.7,2,0,0,2,25,10,0,1.56,1.0,1.132,24.32,3,False,False,False,True,False,False,True,False,False,False,False,True
4.03,20.2,2,2,0,2,0,8,0,0.0,2.95,1.216,70.47,19,False,True,False,True,False,False,True,False,False,False,False,False
4.61,14.7,0,1,0,1,4,2,0,2.16,1.22,1.011,24.58,4,False,False,False,True,False,False,False,True,False,False,False,True
8.4,42.7,2,2,0,1,0,8,0,0.0,1.53,1.237,77.5,19,False,False,False,False,True,False,True,False,False,False,False,False
10.61,56.4,2,2,0,2,39,7,0,5.16,1.62,1.221,111.31,17,False,False,False,False,False,True,False,True,False,False,False,False
4.78,16.8,0,0,0,3,54,8,0,0.0,1.0,1.029,23.22,0,False,False,False,False,False,True,True,False,False,False,True,False
8.63,50.2,2,1,0,1,3,10,0,0.0,1.24,1.243,64.03,0,False,True,False,True,False,False,True,False,False,False,True,False
5.04,28.4,2,2,0,1,0,7,0,0.0,2.88,0.983,81.42,17,False,True,False,False,True,False,True,False,False,False,True,False
7.72,23.7,0,1,0,2,16,1,0,0.0,1.03,0.934,25.91,5,False,False,False,True,False,False,False,False,True,False,True,False
5.7,21.9,1,1,0,3,6,3,0,6.46,1.2,0.955,39.49,20,False,False,False,True,False,False,False,False,False,False,True,False
5.12,29.5,2,1,0,4,22,9,0,0.0,1.17,1.151,39.63,7,False,False,False,False,True,False,True,False,False,False,False,False
11.22,43.8,1,1,0,2,9,7,0,3.91,1.82,0.942,79.1,10,False,True,False,True,False,False,True,False,False,False,True,False
5.51,17.8,0,1,0,2,0,1,0,0.0,1.24,0.905,23.19,12,False,False,False,True,False,False,False,True,False,False,False,False
10.0,37.4,1,0,0,3,14,6,0,0.0,1.0,0.88,32.74,14,False,False,False,True,False,False,False,True,False,False,True,False
13.93,55.5,1,1,0,1,33,8,0,4.62,1.79,1.178,119.7,23,False,True,False,True,False,False,True,False,False,False,False,False
4.61,26.6,2,2,0,3,2,4,0,0.0,2.44,0.943,54.57,12,False,False,True,True,False,False,False,False,True,False,True,False
4.21,16.8,1,0,0,1,2,6,0,0.0,1.0,1.036,18.87,2,True,False,False,True,False,False,False,True,False,False,False,False
2.52,12.0,2,2,0,3,34,1,0,2.23,1.6,1.12,36.75,8,False,False,False,True,False,False,False,False,False,False,True,False
5.62,20.3,1,0,0,2,23,6,0,0.0,1.0,1.246,31.87,23,False,False,False,False,True,False,False,True,False,False,False,False
3.09,14.2,2,2,0,4,1,5,0,0.0,2.24,1.091,37.23,19,False,False,False,True,False,False,False,True,False,False,False,False
8.86,42.7,2,1,0,3,6,8,0,0.0,1.23,0.953,44.71,22,False,False,False,True,False,False,True,False,False,False,False,True
6.26,37.0,2,2,0,5,32,6,0,0.0,2.18,0.99,75.3,18,False,False,False,False,True,False,True,False,False,False,True,False
10.26,29.4,0,1,0,3,0,7,0,6.74,1.06,1.215,51.94,4,False,False,False,True,False,False,False,False,True,False,False,False
7.96,39.9,2,2,0,1,54,10,0,0.0,2.31,0.912,74.56,17,True,False,False,True,False,False,True,False,False,False,True,False
3.24,17.8,2,2,0,2,7,7,0,0.0,1.75,0.981,35.64,8,False,False,False,False,False,True,True,False,False,True,False,False
6.32,28.2,1,1,0,4,20,6,0,0.0,1.16,1.08,38.31,0,False,False,False,False,False,True,False,False,True,False,False,True
4.07,13.8,0,0,0,5,1,2,0,0.0,1.0,1.145,18.9,5,False,False,False,True,False,False,False,False,True,False,False,True
15.74,72.5,2,1,0,1,12,9,0,7.83,1.05,0.895,66.9,17,True,False,False,True,False,False,True,False,False,False,True,False
17.9,71.4,1,0,0,1,12,7,0,5.91,1.0,0.875,62.96,16,False,False,False,True,False,False,True,False,False,False,True,False
5.48,21.2,1,0,0,1,1,2,0,6.96,1.0,1.018,34.9,14,False,False,False,True,False,False,False,False,False,False,False,True
6.19,26.7,1,1,0,1,5,8,0,0.0,1.22,1.088,39.34,3,False,False,False,False,True,False,True,False,False,False,False,False
3.07,10.7,0,0,0,1,4,7,0,0.0,1.0,1.146,19.43,22,False,False,False,False,True,False,True,False,False,False,False,False
3.37,11.5,0,2,1,2,37,6,0,2.63,2.22,0.974,44.19,22,False,False,False,False,False,True,True,False,False,True,False,False
10.64,40.7,1,2,0,1,10,8,0,4.81,1.93,1.092,94.04,15,False,False,False,True,False,False,True,False,False,False,True,False
3.23,11.7,1,1,0,1,6,10,0,2.32,1.07,1.082,28.96,14,False,False,False,False,True,False,False,False,False,True,False,False
11.56,59.4,2,2,0,3,5,10,0,7.17,1.63,0.966,96.38,19,False,False,False,False,False,True,True,False,False,True,False,False
